,year,month,Brazil News-Based EPU
187,2006,8.0,82.94757080078125
188,2006,9.0,101.04066467285156
189,2006,10.0,113.52497863769531
190,2006,11.0,84.5838623046875
191,2006,12.0,78.50811767578125
192,2007,1.0,149.8407745361328
193,2007,2.0,91.71240997314453
194,2007,3.0,86.2860107421875
195,2007,4.0,105.5030288696289
196,2007,5.0,97.57683563232422
197,2007,6.0,84.20055389404297
198,2007,7.0,55.86046600341797
199,2007,8.0,181.67359924316406
200,2007,9.0,127.35894775390625
201,2007,10.0,81.97171020507812
202,2007,11.0,111.00579071044922
203,2007,12.0,189.9762725830078
204,2008,1.0,224.3992156982422
205,2008,2.0,175.4080047607422
206,2008,3.0,151.29635620117188
207,2008,4.0,123.32027435302734
208,2008,5.0,76.77790832519531
209,2008,6.0,82.63455200195312
210,2008,7.0,58.23661804199219
211,2008,8.0,109.43867492675781
212,2008,9.0,261.7321472167969
213,2008,10.0,303.30078125
214,2008,11.0,201.23020935058594
215,2008,12.0,320.688720703125
216,2009,1.0,123.76258087158203
217,2009,2.0,240.21484375
218,2009,3.0,206.92626953125
219,2009,4.0,142.1278533935547
220,2009,5.0,163.94342041015625
221,2009,6.0,125.38822937011719
222,2009,7.0,158.04360961914062
223,2009,8.0,97.79081726074219
224,2009,9.0,109.65396118164062
225,2009,10.0,49.11080551147461
226,2009,11.0,82.64693450927734
227,2009,12.0,77.75521087646484
228,2010,1.0,165.15782165527344
229,2010,2.0,196.01148986816406
230,2010,3.0,105.37007141113281
231,2010,4.0,55.74076461791992
232,2010,5.0,110.4771957397461
233,2010,6.0,52.2569694519043
234,2010,7.0,70.36705780029297
235,2010,8.0,84.71240997314453
236,2010,9.0,84.33953857421875
237,2010,10.0,22.296306610107422
238,2010,11.0,88.01173400878906
239,2010,12.0,78.5772933959961
240,2011,1.0,26.863019943237305
241,2011,2.0,111.60553741455078
242,2011,3.0,173.9181365966797
243,2011,4.0,170.58380126953125
244,2011,5.0,79.12103271484375
245,2011,6.0,107.71162414550781
246,2011,7.0,123.59371185302734
247,2011,8.0,205.83738708496094
248,2011,9.0,190.21328735351562
249,2011,10.0,116.61248016357422
250,2011,11.0,146.25857543945312
251,2011,12.0,154.29969787597656
252,2012,1.0,130.60597229003906
253,2012,2.0,96.60444641113281
254,2012,3.0,175.36419677734375
255,2012,4.0,66.50650787353516
256,2012,5.0,156.2056884765625
257,2012,6.0,176.1161651611328
258,2012,7.0,141.0108642578125
259,2012,8.0,99.74259948730469
260,2012,9.0,85.04138946533203
261,2012,10.0,104.04942321777344
262,2012,11.0,102.34886169433594
263,2012,12.0,76.76616668701172
264,2013,1.0,164.3462371826172
265,2013,2.0,69.93822479248047
266,2013,3.0,205.75450134277344
267,2013,4.0,130.49676513671875
268,2013,5.0,145.15823364257812
269,2013,6.0,131.4640655517578
270,2013,7.0,162.3981170654297
271,2013,8.0,187.28897094726562
272,2013,9.0,126.58081817626953
273,2013,10.0,108.80329132080078
274,2013,11.0,106.08869171142578
275,2013,12.0,116.3469467163086
276,2014,1.0,136.64743041992188
277,2014,2.0,170.01541137695312
278,2014,3.0,251.1715545654297
279,2014,4.0,150.52359008789062
280,2014,5.0,97.17090606689453
281,2014,6.0,76.95014953613281
282,2014,7.0,114.607177734375
283,2014,8.0,168.4329071044922
284,2014,9.0,198.71929931640625
285,2014,10.0,91.75434112548828
286,2014,11.0,142.0146942138672
287,2014,12.0,185.60922241210938
288,2015,1.0,193.99337768554688
289,2015,2.0,302.9389343261719
290,2015,3.0,317.2683410644531
291,2015,4.0,211.51629638671875
292,2015,5.0,146.36524963378906
293,2015,6.0,101.2318115234375
294,2015,7.0,182.97085571289062
295,2015,8.0,291.7728271484375
296,2015,9.0,457.09967041015625
297,2015,10.0,297.0511169433594
298,2015,11.0,164.9832305908203
299,2015,12.0,330.6095275878906
300,2016,1.0,306.6892395019531
301,2016,2.0,224.2444610595703
302,2016,3.0,420.95892333984375
303,2016,4.0,473.5259094238281
304,2016,5.0,221.30328369140625
305,2016,6.0,294.4795227050781
306,2016,7.0,326.6337890625
307,2016,8.0,251.6847381591797
308,2016,9.0,250.02455139160156
309,2016,10.0,149.36624145507812
310,2016,11.0,365.7530822753906
311,2016,12.0,422.5247802734375
312,2017,1.0,330.928466796875
313,2017,2.0,371.6051330566406
314,2017,3.0,676.9550170898438
315,2017,4.0,550.1685791015625
316,2017,5.0,407.8592529296875
317,2017,6.0,230.9700164794922
318,2017,7.0,267.19940185546875
319,2017,8.0,309.6709289550781
320,2017,9.0,326.51495361328125
321,2017,10.0,190.5667266845703
322,2017,11.0,279.8699645996094
323,2017,12.0,215.572021484375
324,2018,1.0,165.00503540039062
325,2018,2.0,68.46357727050781
326,2018,3.0,101.2052993774414
327,2018,4.0,152.25094604492188
328,2018,5.0,179.8089141845703
329,2018,6.0,152.19320678710938
330,2018,7.0,182.8765411376953
331,2018,8.0,129.4791259765625
332,2018,9.0,130.2354278564453
333,2018,10.0,260.16693115234375
334,2018,11.0,177.4669952392578
335,2018,12.0,281.9073181152344
336,2019,1.0,127.06861877441406
337,2019,2.0,154.83546447753906
338,2019,3.0,158.12982177734375
339,2019,4.0,164.66990661621094
340,2019,5.0,184.26698303222656
341,2019,6.0,146.99160766601562
342,2019,7.0,79.8370361328125
343,2019,8.0,161.17811584472656
344,2019,9.0,187.5530548095703
345,2019,10.0,178.19937133789062
346,2019,11.0,171.05238342285156
347,2019,12.0,183.18560791015625
348,2020,1.0,130.71536254882812
349,2020,2.0,232.25318908691406
350,2020,3.0,368.89984130859375
351,2020,4.0,312.1482849121094
352,2020,5.0,308.7680969238281
353,2020,6.0,115.94078826904297
354,2020,7.0,214.7630157470703
355,"Source: 'Measuring Economic Policy Uncertainty' by Scott Baker, Nicholas Bloom and Steven J. Davis at www.PolicyUncertainty.com.  These data can be used freely with attribution to the authors, the paper, and the website.",,
