,Year,Month,GEPU_current,GEPU_ppp,Australia,Brazil,Canada,Chile,China,Colombia,France,Germany,Greece,India,Ireland,Italy,Japan,Korea,Mexico,Netherlands,Russia,Spain,Singapore,UK,US,SCMP China,Mainland China,Sweden
28,1987,5.0,,,,,81.23486328125,,,,58.174766540527344,,,,55.6303673679392,,75.15882342232378,,,,,,,,87.58505249023438,,,93.81301261
29,1987,6.0,,,,,72.81967163085938,,,,87.84770202636719,,,,54.3497092113682,,84.46381613440849,,,,,,,,106.5728530883789,,,97.48987556
30,1987,7.0,,,,,61.875457763671875,,,,41.39510726928711,,,,29.0869525204441,,61.073297161102495,,,,,,,,81.38941192626953,,,93.98064302
31,1987,8.0,,,,,28.536855697631836,,,,46.29237747192383,,,,63.6168228029473,,45.98931525387721,,,,,,,,52.79015350341797,,,109.7893555
32,1987,9.0,,,,,59.656673431396484,,,,43.17304229736328,,,,52.5161117552753,,61.20195802531468,,,,,,,,59.86959457397461,,,102.8173115
33,1987,10.0,,,,,125.18193054199219,,,,121.77263641357422,,,,78.0507609263538,,98.01814523527818,,,,,,,,170.3220672607422,,,113.2178683
34,1987,11.0,,,,,137.5159149169922,,,,152.81002807617188,,,,176.060761971225,,106.48188551402387,,,,,,,,183.10252380371094,,,111.7313667
35,1987,12.0,,,,,117.4072265625,,,,94.86508178710938,,,,89.0777759202811,,96.67090677244013,,,,,,,,149.01113891601562,,,107.4404814
36,1988,1.0,,,,,88.00508117675781,,,,102.48279571533203,,,,127.043460784361,,62.09017623649312,,,,,,,,142.8728485107422,,,120.0014694
37,1988,2.0,,,,,74.21217346191406,,,,80.34040069580078,,,,173.807924876764,,54.33040853363276,,,,,,,,102.03289031982422,,,104.0493849
38,1988,3.0,,,,,57.29201889038086,,,,92.95789337158203,,,,55.5939791108958,,54.16856336733685,,,,,,,,82.35363006591797,,,108.6720271
39,1988,4.0,,,,,61.047054290771484,,,,80.040283203125,,,,147.987315894863,,50.3767705904133,,,,,,,,97.85680389404297,,,89.69081053
40,1988,5.0,,,,,48.37898635864258,,,,88.56708526611328,,,,80.5866706049977,,50.68850787009378,,,,,,,,99.12745666503906,,,94.48304585
41,1988,6.0,,,,,43.192142486572266,,,,80.0807113647461,,,,82.8705882066474,,58.828761146821705,,,,,,,,88.28594970703125,,,98.48838138
42,1988,7.0,,,,,56.56837844848633,,,,54.98030090332031,,,,79.8197551321728,,62.796858606817054,,,,,,,,80.83588409423828,,,113.0656146
43,1988,8.0,,,,,82.51412200927734,,,,84.8853988647461,,,,66.0227186822034,,67.28893115591649,,,,,,,,94.88969421386719,,,136.8236886
44,1988,9.0,,,,,62.38470458984375,,,,89.29541778564453,,,,52.225682232234,,50.51406968401028,,,,,,,,85.3568115234375,,,118.3289293
45,1988,10.0,,,,,61.037357330322266,,,,63.32862091064453,,,,25.8932717720989,,58.18465995827439,,,,,,,,98.25379943847656,,,91.93493505
46,1988,11.0,,,,,123.85369873046875,,,,101.43791961669922,,,,101.555831359467,,76.83879054243432,,,,,,,,102.23400115966797,,,113.7354389
47,1988,12.0,,,,,57.621673583984375,,,,75.76390075683594,,,,99.5689728968341,,58.713155933887855,,,,,,,,77.8281021118164,,,90.05173152
48,1989,1.0,,,,,47.27500534057617,,,,58.823360443115234,,,,119.069872884194,,72.77580802308839,,,,,,,,87.42640686035156,,,99.70188221
49,1989,2.0,,,,,40.65641784667969,,,,58.72576141357422,,,,74.6155407334112,,68.54792737481802,,,,,,,,51.350643157958984,,,94.05184008
50,1989,3.0,,,,,69.56887817382812,,,,58.736995697021484,,,,76.8463609988585,,77.47801919816885,,,,,,,,72.52325439453125,,,110.4618337
51,1989,4.0,,,,,59.657264709472656,,,,50.2437858581543,,,,113.793111882096,,92.73761083565503,,,,,,,,92.37982940673828,,,106.5756484
52,1989,5.0,,,,,88.9449691772461,,,,54.236663818359375,,,,75.3208749244395,,82.66073615614613,,,,,,,,83.75286865234375,,,103.6337577
53,1989,6.0,,,,,64.5614242553711,,,,100.25264739990234,,,,96.8349951745899,,80.16879145461766,,,,,,,,95.78630828857422,,,93.0398988
54,1989,7.0,,,,,69.9806137084961,,,,87.73609924316406,,,,25.8397407469104,,83.99613375602327,,,,,,,,78.256591796875,,,105.3559168
55,1989,8.0,,,,,61.022281646728516,,,,70.94529724121094,,,,85.7005330042393,,79.69171772209887,,,,,,,,83.10930633544922,,,88.37227669
56,1989,9.0,,,,,59.10854721069336,,,,79.52281188964844,,,,53.0802368628139,,84.14100180689523,,,,,,,,74.69548034667969,,,100.4453413
57,1989,10.0,,,,,76.8403549194336,,,,91.54791259765625,,,,111.071713623546,,66.62205592140167,,,,,,,,76.44955444335938,,,112.8915677
58,1989,11.0,,,,,75.00901794433594,,,,108.77421569824219,,,,100.940706965247,,67.15518735207556,,,,,,,,105.0474853515625,,,102.1174342
59,1989,12.0,,,,,57.926063537597656,,,,67.24018096923828,,,,28.9996162360917,,71.79549567510198,,,,,,,,103.79668426513672,,,117.2485037
60,1990,1.0,,,,,90.4677963256836,,,,75.87445068359375,,,,87.5845787971327,,83.89078554597229,129.63865661621094,,,,,,,92.32149505615234,,,138.3477684
61,1990,2.0,,,,,77.06072998046875,,,,113.9344482421875,,,,77.2561585850844,,101.14635341223601,73.56221008300781,,,,,,,110.44627380371094,,,141.3108515
62,1990,3.0,,,,,92.68954467773438,,,,134.37509155273438,,,,98.9545642854087,,100.71464510752831,102.0125732421875,,,,,,,104.46141052246094,,,110.8791118
63,1990,4.0,,,,,109.27045440673828,,,,96.06861114501953,,,,107.137369550911,,91.77939816783723,118.50137329101562,,,,,,,88.44817352294922,,,106.4820079
64,1990,5.0,,,,,130.70742797851562,,,,63.14082717895508,,,,74.5544519866119,,94.9402746651582,45.04403305053711,,,,,,,97.38793182373047,,,112.4524151
65,1990,6.0,,,,,164.17132568359375,,,,101.2841796875,,,,51.1138292426856,,75.82292791937941,41.99311828613281,,,,,,,100.86434173583984,,,106.2981535
66,1990,7.0,,,,,88.38756561279297,,,,63.81174850463867,,,,26.7337931758737,,84.31318122875732,55.29328918457031,,,,,,,86.2801742553711,,,123.6967343
67,1990,8.0,,,,,116.57483673095703,,,,55.494625091552734,,,,116.014298750666,,70.80543577468231,36.80561065673828,,,,,,,139.32269287109375,,,144.3466115
68,1990,9.0,,,,,118.00336456298828,,,,157.42015075683594,,,,137.013275833018,,109.95693693995919,38.5994758605957,,,,,,,165.93844604492188,,,113.836903
69,1990,10.0,,,,,166.1151885986328,,,,157.21353149414062,,,,157.821382640637,,107.32174279228869,63.6545295715332,,,,,,,137.6742401123047,,,130.1239628
70,1990,11.0,,,,,148.14755249023438,,,,123.0710220336914,,,,50.9605919563122,,79.0381761604799,58.35234069824219,,,,,,,152.4486083984375,,,122.9054012
71,1990,12.0,,,,,123.4866943359375,,,,119.05860900878906,,,,170.165660567414,,94.08198537120195,48.805477142333984,,,,,,,134.06153869628906,,,120.4711448
72,1991,1.0,,,,111.85437774658203,182.07408142089844,,,,102.56120300292969,,,,162.653882236676,,83.2520951784061,78.8904800415039,,,,,,,204.0105438232422,,,136.3667365
73,1991,2.0,,,,146.82421875,129.966064453125,,,,120.2046127319336,,,,151.836635816667,,84.68081361806328,65.68365478515625,,,,,,,106.51805877685547,,,125.3643566
74,1991,3.0,,,,124.65119934082031,145.0634002685547,,,,129.19830322265625,,,,165.289916889805,,78.75542151062871,65.2398681640625,,,,,,,107.93748474121094,,,94.9684376
75,1991,4.0,,,,153.10768127441406,128.06712341308594,,,,120.8372802734375,,,,56.9575628365752,,78.35772534829096,52.19230270385742,,,,,,,93.01464080810547,,,106.7084048
76,1991,5.0,,,,119.10420227050781,92.58368682861328,,,,116.28113555908203,,,,128.932153010828,,77.67961603405463,34.96854019165039,,,,,,,82.1478271484375,,,103.0608616
77,1991,6.0,,,,63.612857818603516,93.472900390625,,,,149.96432495117188,,,,143.315923487012,,61.22757601200798,46.43428039550781,,,,,,,85.91903686523438,,,109.0406244
78,1991,7.0,,,,86.6436767578125,90.35232543945312,,,,98.35049438476562,,,,134.754051345665,,73.417805944575,29.32018280029297,,,,,,,80.64899444580078,,,150.5863875
79,1991,8.0,,,,68.60401916503906,76.42750549316406,,,,97.8092269897461,,,,92.2489963076023,,85.53300560251428,127.9773941040039,,,,,,,99.12208557128906,,,132.2282144
80,1991,9.0,,,,79.24053955078125,115.77344512939453,,,,76.76366424560547,,,,58.8180451659083,,82.75158610090378,84.74686431884766,,,,,,,127.29444122314453,,,129.1572425
81,1991,10.0,,,,136.5848846435547,133.40711975097656,,,,128.87905883789062,,,,144.741272589812,,81.36682932537164,38.97079849243164,,,,,,,108.12096405029297,,,114.323904
82,1991,11.0,,,,143.63328552246094,112.89115142822266,,,,99.0020751953125,,,,80.0603572576654,,84.01659669140443,142.0084991455078,,,,,,,140.61236572265625,,,118.981835
83,1991,12.0,,,,59.7756233215332,137.79466247558594,,,,103.47968292236328,,,,182.438627500152,,87.4867416312229,152.4228515625,,,,,,,171.01097106933594,,,140.8488192
84,1992,1.0,,,,67.27913665771484,127.42577362060547,,,,64.890869140625,,,,153.837379207822,,85.28573738330982,68.06641387939453,,,,,,,116.36485290527344,,,118.3791022
85,1992,2.0,,,,76.46195983886719,114.88916015625,,,,73.6872787475586,,,,117.311353022412,,78.3838227820788,35.32372283935547,,,,,,,154.596923828125,,,124.9244648
86,1992,3.0,,,,12.843494415283203,136.2338104248047,,,,68.80318450927734,,,,86.1406168223691,,77.16743518778829,35.296119689941406,,,,,,,96.82842254638672,,,121.1600328
87,1992,4.0,,,,34.6215934753418,114.8409652709961,,,,86.3440933227539,,,,138.351470348902,,86.28482451359015,68.3915786743164,,,,,,,89.85423278808594,,,120.5393881
88,1992,5.0,,,,16.701353073120117,73.99919128417969,,,,112.58643341064453,,,,155.038444481462,,81.64249757742063,46.31071853637695,,,,,,,78.68047332763672,,,96.89199518
89,1992,6.0,,,,81.78667449951172,101.01933288574219,,,,138.4561767578125,,,,172.234683730217,,93.11896459697283,35.90690994262695,,,,,,,122.29350280761719,,,120.513313
90,1992,7.0,,,,107.31517791748047,74.15174102783203,,,,125.34593200683594,,,,110.86886937743,,102.55464878991934,65.81402587890625,,,,,,,119.6131820678711,,,106.2114808
91,1992,8.0,,,,89.90445709228516,64.91373443603516,,,,90.83674621582031,,,,88.4842538153153,,119.13931429810106,70.07499694824219,,,,,,,122.40711975097656,,,140.5211668
92,1992,9.0,,,,126.91127014160156,205.4592742919922,,,,220.3040771484375,,,,174.402343224496,,107.94485070065836,67.21442413330078,,,,,,,141.4432373046875,,,167.2189747
93,1992,10.0,,,,82.98873138427734,254.35391235351562,,,,165.472900390625,,,,107.816916484508,,95.15889595634334,94.09913635253906,,,,,,,161.2542266845703,,,134.6302888
94,1992,11.0,,,,135.09637451171875,132.2935791015625,,,,139.11331176757812,,,,57.6373764171555,,97.47413947233318,115.83776092529297,,,,,,,108.15007019042969,,,117.2847885
95,1992,12.0,,,,125.3481674194336,112.21630859375,,,,121.13797760009766,,,,204.729706418845,,79.42392456291867,127.093017578125,,,,,,,87.8720932006836,,,123.6422448
96,1993,1.0,,,,128.73155212402344,102.59225463867188,53.089195251464844,,,129.5369873046875,178.75274658203125,,,93.6723827311582,,70.60384058458811,78.63812255859375,,,,,,,83.46498107910156,,,128.6340262
97,1993,2.0,,,,78.50811767578125,91.44818115234375,32.656394958496094,,,99.14981842041016,114.21302795410156,,,154.531045935886,,82.09427965924691,62.491668701171875,,,,,,,106.97611999511719,,,114.8884396
98,1993,3.0,,,,123.47637939453125,120.15467071533203,68.9522705078125,,,142.02040100097656,139.1031036376953,,,101.616541445167,,79.90330637653791,50.93001174926758,,,,,,,109.79681396484375,,,140.0947514
99,1993,4.0,,,,76.80233001708984,89.43315887451172,62.09404754638672,,,129.25759887695312,56.50121307373047,,,29.7507964382307,,76.34994697121101,51.74676513671875,,,,,,,89.651123046875,,,104.4606837
100,1993,5.0,,,,113.68843078613281,108.10472106933594,94.27544403076172,,,163.31033325195312,120.8239974975586,,,77.125295158564,,73.07208864319816,35.01927185058594,,,,,,,133.50575256347656,,,121.0914541
101,1993,6.0,,,,56.74964904785156,86.66848754882812,65.24942779541016,,,119.87845611572266,88.19375610351562,,,54.3984096676508,,87.73284876237129,77.18458557128906,,,,,,,120.68006134033203,,,126.6048949
102,1993,7.0,,,,75.42728424072266,121.66067504882812,57.472381591796875,,,114.90540313720703,97.81391906738281,,,111.626051043785,,88.29721537660919,68.02714538574219,,,,,,,106.50299072265625,,,142.1429238
103,1993,8.0,,,,91.92247009277344,109.6159439086914,53.18274688720703,,,63.69197463989258,123.00511932373047,,,95.6256472375535,,95.02790979868416,185.09613037109375,,,,,,,115.576171875,,,124.6943571
104,1993,9.0,,,,91.64659118652344,128.02313232421875,75.97728729248047,,,88.6894302368164,170.83865356445312,,,52.2835108665954,,97.50156040659986,74.0445556640625,,,,,,,116.02729797363281,,,119.1969219
105,1993,10.0,,,,99.8342056274414,124.16986846923828,48.849300384521484,,,88.74532318115234,103.00763702392578,,,102.523613105835,,89.82962039584854,64.39230346679688,,,,,,,78.82251739501953,,,114.6211422
106,1993,11.0,,,,36.05482864379883,105.7496337890625,77.716064453125,,,126.64505767822266,93.76766204833984,,,78.4252662998932,,95.50004592739332,109.66512298583984,,,,,,,89.25749969482422,,,113.8706485
107,1993,12.0,,,,143.66175842285156,92.60972595214844,93.59331512451172,,,105.48301696777344,39.29359436035156,,,76.3676248335368,,124.65522132485845,49.162174224853516,,,,,,,77.27201843261719,,,129.0307043
108,1994,1.0,,,,104.131103515625,76.55685424804688,84.0694351196289,,,109.18220520019531,94.05158233642578,,,140.622229094536,,109.883270975794,83.14531707763672,,,312.8876037597656,,,,82.29280090332031,,,122.0100581
109,1994,2.0,,,,158.2762451171875,69.11225128173828,41.64948654174805,,,95.94908905029297,46.18510055541992,,,79.5111094531036,,97.47714200141718,61.2951545715332,,,229.42437744140625,,,,96.1456527709961,,,121.3113533
110,1994,3.0,,,,107.24805450439453,140.4945526123047,84.89714813232422,,,78.75138854980469,104.71058654785156,,,68.4757293463886,,93.30664969905126,28.133577346801758,,,177.62762451171875,,,,83.22688293457031,,,118.9405012
111,1994,4.0,,,,110.32313537597656,161.958251953125,61.83404541015625,,,74.15968322753906,74.11193084716797,,,119.9368865217,,95.67714625510061,44.39804458618164,,,100.25624084472656,,,,106.35444641113281,,,113.8579132
112,1994,5.0,,,,122.6108169555664,115.25819396972656,82.81485748291016,,,86.5576171875,59.12601089477539,,,95.0588024435047,,92.50724652896312,45.75222396850586,,,119.05428314208984,,,,94.5038833618164,,,105.9131861
113,1994,6.0,,,,113.00463104248047,186.3148956298828,39.78335952758789,,,136.3363494873047,81.18619537353516,,,124.504973726617,,86.58950333185413,94.24958038330078,,,139.9515380859375,,,,87.4688949584961,,,126.9722489
114,1994,7.0,,,,75.2164535522461,132.99119567871094,74.13777923583984,,,95.00139617919922,95.34850311279297,,,76.7445899934423,,98.65245655503931,160.66134643554688,,,83.86353302001953,,,,75.43205261230469,,,195.8633631
115,1994,8.0,,,,63.97792434692383,133.95895385742188,62.375431060791016,,,115.10946655273438,68.05472564697266,,,115.025139078005,,65.84563609873734,90.06111907958984,,,82.39778900146484,,,,88.99729919433594,,,138.7280899
116,1994,9.0,,,,39.36957931518555,126.11412048339844,59.284236907958984,,,77.29764556884766,46.682769775390625,,,98.143273977757,,65.17838811618348,62.24712371826172,,,97.43924713134766,,,,85.29350280761719,,,145.2097489
117,1994,10.0,,,,47.87550354003906,88.68997192382812,48.440059661865234,,,148.32244873046875,73.9838638305664,,,24.4202032136357,,70.51060341397081,43.92985916137695,,,88.98472595214844,,,,61.68622589111328,,,118.9893829
118,1994,11.0,,,,40.91065216064453,93.38710021972656,45.125797271728516,,,98.58875274658203,114.62066650390625,,,88.913144957357,,82.13400907274251,53.13112258911133,,,45.36542510986328,,,,94.6872787475586,,,118.2013824
119,1994,12.0,,,,41.50466537475586,101.59999084472656,106.24810028076172,,,115.61131286621094,113.42728424072266,,,101.15695699207,,65.6241284934591,57.01769256591797,,,70.38545989990234,,,,94.76318359375,,,109.2500653
120,1995,1.0,,,,58.10653305053711,194.27142333984375,86.12602233886719,192.9119110107422,,150.71795654296875,107.05697631835938,,,54.0249652076898,,68.03604125049809,86.16311645507812,,,85.99311828613281,,,,122.4063720703125,,,119.1841671
121,1995,2.0,,,,60.68673324584961,126.45159912109375,92.8146743774414,193.98785400390625,,85.12712097167969,133.1592254638672,,,54.8194499901558,,82.8098509450993,61.419315338134766,,,170.02163696289062,,,,100.51555633544922,,,115.548937
122,1995,3.0,,,,47.97483825683594,162.7197723388672,79.89568328857422,88.22703552246094,,124.21914672851562,98.76192474365234,,,71.7515268443867,,123.98300585673631,69.10100555419922,,,109.73279571533203,,,,86.48616790771484,,,116.6212961
123,1995,4.0,,,,65.0670394897461,128.56146240234375,58.98063659667969,131.0347137451172,,92.98818969726562,78.15823364257812,,,80.1106653871474,,85.1860146792628,43.5045051574707,,,228.19476318359375,,,,65.99556732177734,,,121.0018739
124,1995,5.0,,,,12.689986228942871,96.17798614501953,64.18070220947266,177.09686279296875,,91.00518035888672,57.6782341003418,,,22.5778544428694,,110.22009226632129,51.072994232177734,,,271.7930908203125,,,,67.30165100097656,,,97.86114673
125,1995,6.0,,,,24.82884979248047,102.1671371459961,65.63619995117188,79.09623718261719,,61.667808532714844,79.876220703125,,,23.5435111536669,,106.62215659212777,42.15624237060547,,,178.89639282226562,,,,75.8233871459961,,,116.2280982
126,1995,7.0,,,,46.042964935302734,109.08841705322266,57.963905334472656,61.732688903808594,,60.23467254638672,58.487239837646484,,,24.2917786854743,,104.64124993651014,44.569068908691406,,,167.5427703857422,,,,81.65293884277344,,,116.5325313
127,1995,8.0,,,,41.37702560424805,63.029781341552734,61.965721130371094,52.983123779296875,,59.16339874267578,81.3525161743164,,,26.4509135020346,,100.80214331240731,34.543701171875,,,207.60345458984375,,,,55.88801193237305,,,119.7455053
128,1995,9.0,,,,39.50910568237305,135.64329528808594,96.59937286376953,76.82008361816406,,122.84263610839844,86.2607650756836,,,67.5469497176573,,100.40407540108329,34.69182205200195,,,226.5756378173828,,,,70.38091278076172,,,119.2167682
129,1995,10.0,,,,39.8148307800293,241.1322479248047,67.57488250732422,153.8712921142578,,133.4619140625,75.79679870605469,,,23.3008211604171,,96.69560084403217,44.4003791809082,,,200.45941162109375,,,,79.905517578125,,,123.4451123
130,1995,11.0,,,,74.45338439941406,240.97378540039062,90.69586181640625,100.0615005493164,,93.48212432861328,74.94922637939453,,,129.613778870584,,83.84811662116886,56.08380126953125,,,186.38507080078125,,,,101.20011901855469,,,113.3376009
131,1995,12.0,,,,61.93418502807617,191.77511596679688,128.81024169921875,143.11668395996094,,128.46170043945312,58.76146697998047,,,48.6113448093901,,83.85272213891812,55.088260650634766,,,231.3260498046875,,,,90.67060089111328,,,122.9833387
132,1996,1.0,,,,39.87179183959961,212.95315551757812,76.61521911621094,128.42945861816406,,51.3209342956543,76.96334838867188,,,77.6987523751258,,97.65635641042651,90.64860534667969,200.40365600585938,,421.65447998046875,,,,101.5782241821289,,,134.1244013
133,1996,2.0,,,,14.630122184753418,107.99320983886719,75.28402709960938,111.15818786621094,,98.08697509765625,123.0071792602539,,,25.1099253322907,,100.85862119567699,65.5183334350586,121.81696319580078,,151.1040496826172,,,,82.02139282226562,,,116.4723324
134,1996,3.0,,,,67.86368560791016,202.9208526611328,92.32820129394531,69.440673828125,,73.19598388671875,136.3991241455078,,,94.028183720254,,90.26900856765138,55.35959243774414,174.65145874023438,,208.09312438964844,,,,76.63046264648438,,,102.6364505
135,1996,4.0,,,,72.42980194091797,118.07839965820312,63.84078598022461,63.35744094848633,,83.35417175292969,69.27928924560547,,,58.8914047011762,,94.32032873264214,63.592533111572266,103.5821304321289,,261.9436950683594,,,,70.88105773925781,,,100.6213589
136,1996,5.0,,,,62.983917236328125,122.14220428466797,33.7897834777832,84.1733627319336,,53.38554382324219,127.69841766357422,,,86.5029942306326,,72.39435711052413,33.82215881347656,125.61516571044922,,173.50311279296875,,,,62.10961151123047,,,90.69548914
137,1996,6.0,,,,70.79920959472656,118.05817413330078,58.97838592529297,36.838809967041016,,83.06488800048828,104.27190399169922,,,24.5471566730411,,78.5361593601109,35.1960334777832,94.26124572753906,,221.42381286621094,,,,82.24293518066406,,,100.2159854
138,1996,7.0,,,,49.002872467041016,103.04930114746094,99.28533172607422,47.684810638427734,,81.5721435546875,100.25531768798828,,,23.4499711027308,,73.19685295025067,39.501121520996094,152.31373596191406,,229.80027770996094,,,,69.69367218017578,,,126.3375772
139,1996,8.0,,,,29.649341583251953,125.92288208007812,66.08776092529297,55.95354461669922,,45.330162048339844,53.11515808105469,,,50.3209445025089,,69.31843938735166,42.75604248046875,60.999881744384766,,206.9558868408203,,,,88.64742279052734,,,97.57188207
140,1996,9.0,,,,18.508277893066406,97.34151458740234,57.715023040771484,51.04103088378906,,81.5411376953125,81.13969421386719,,,101.738179632197,,89.01393795672196,45.213985443115234,116.92176055908203,,271.2508544921875,,,,78.98076629638672,,,102.665538
141,1996,10.0,,,,91.75434112548828,184.98788452148438,75.92684173583984,53.6197624206543,,92.87281799316406,80.00975036621094,,,69.9638420025828,,73.43241509326849,29.694196701049805,156.24203491210938,,182.88800048828125,,,,55.67024612426758,,,100.2399405
142,1996,11.0,,,,66.43714141845703,136.50169372558594,50.14237976074219,85.29986572265625,,76.70374298095703,100.17250061035156,,,22.2772266892267,,86.12472373753971,35.81261444091797,113.20693969726562,,153.8631134033203,,,,74.3711929321289,,,94.24592042
143,1996,12.0,,,,50.509429931640625,94.35478973388672,75.32172393798828,69.18518829345703,,75.19550323486328,80.47577667236328,,,131.047359172224,,69.95998058945122,65.27201080322266,148.79132080078125,,290.2890625,,,,67.17334747314453,,,102.3590138
144,1997,1.0,74.25091582022058,76.82737156765238,73.81411785,45.348419189453125,101.64337921142578,112.51363372802734,77.30002563743591,82.17068734,88.76412963867188,86.68222045898438,101.0402004,100.6910256,73.9919401608278,147.87014770507812,99.3012768,96.73699951171875,134.02952575683594,99.60648851,196.84461975097656,31.018051147460938,,59.411705017089844,75.44551086425781,88.3237075805664,,117.0766931
145,1997,2.0,77.4558581707831,79.14562508094437,66.90946989,58.59738540649414,79.9273681640625,58.928096771240234,100.95201001419068,80.48793718,68.00467681884766,56.295875549316406,96.67990823,100.5091384,48.5336199547382,193.49887084960938,97.25731472,95.54317474365234,122.48234558105469,112.1589114,116.49066925048828,50.69467544555664,,57.93270492553711,92.08613586425781,115.34867858886719,,137.7194057
146,1997,3.0,66.76165466170794,64.88926164462626,60.35180245,52.28419876098633,127.80496978759766,70.88688659667969,51.99555190853119,78.8295134,62.07292175292969,47.050636291503906,93.07050217,89.85546531,45.3920504511523,164.87625122070312,92.27491729,58.50379180908203,121.92789459228516,100.7374028,62.81001663208008,43.7541389465332,,95.8373031616211,70.45269012451172,59.410587310791016,,114.15071
147,1997,4.0,71.8682613466786,73.16404784821023,65.95678561,56.69753646850586,66.19479370117188,64.55810546875,107.88585022109986,83.76606818,93.86885070800781,101.56806182861328,96.16874418,78.35758799,66.5525751185562,142.68881225585938,89.79092385,42.15412139892578,134.974365234375,85.97250302,110.090087890625,43.427513122558594,,95.51236724853516,71.10443115234375,123.27134704589844,,105.0641599
148,1997,5.0,69.90136180163103,70.20421008040418,71.79741261,42.34241485595703,108.8166275024414,81.91206359863281,18.011261566200258,80.10977258,82.89987182617188,76.7081527709961,99.99980872,96.57187433,111.80813942425,138.69435119628906,90.50804703,22.886646270751953,140.78944396972656,99.10331372,197.98809814453125,120.41460418701172,,55.22339630126953,75.86949920654297,20.579830169677734,,99.74805371
