Date,IMOEX.ME,XU100.IS,^BSESN,^BVSP,^JKSE,^MXX
2013-03-19,1445.3399658203125,82286.296875,19008.099609375,56361.0,4822.48388671875,42060.609375
2013-03-20,1458.7900390625,82160.796875,18884.189453125,56030.0,4831.3564453125,42497.96875
2013-03-21,1458.52001953125,82373.8984375,18792.869140625,55577.0,4802.5234375,42531.0703125
2013-03-22,1440.989990234375,82452.0,18735.599609375,55243.0,4723.01904296875,42686.6796875
2013-03-25,,82765.6015625,18681.419921875,54873.0,4799.521484375,42900.828125
2013-03-26,1420.02001953125,83970.8984375,18704.529296875,55671.0,4842.375,43664.73046875
2013-03-27,1424.550048828125,84195.203125,,56034.0,4927.9560546875,44077.08984375
2013-03-28,1436.6199951171875,85254.0,18835.76953125,56352.0,4940.83935546875,
2013-03-29,,85899.0,,,,
2013-04-01,1427.7099609375,86112.296875,18864.75,55902.0,4937.4287109375,43932.51953125
2013-04-02,1428.6800537109375,86026.703125,19040.94921875,54889.0,4957.10400390625,44113.5
2013-04-03,1420.9599609375,84860.1015625,18801.640625,55563.0,4981.31787109375,43717.5703125
2013-04-04,1427.969970703125,83243.796875,18509.69921875,54648.0,4922.46484375,43566.69140625
2013-04-05,1417.6600341796875,82071.203125,18450.23046875,55051.0,4925.921875,43244.25
2013-04-08,1411.2900390625,83346.5,18437.779296875,55092.0,4897.3759765625,43430.98828125
2013-04-09,1425.719970703125,82770.3984375,18226.48046875,55912.0,4899.44189453125,43973.1796875
2013-04-10,1426.93994140625,82404.296875,18414.44921875,56187.0,4877.330078125,44380.828125
2013-04-11,1401.4599609375,84102.6015625,18542.19921875,55401.0,4924.1171875,44408.4296875
2013-04-12,1386.56005859375,84581.1015625,18242.560546875,54963.0,4937.0634765625,44004.26953125
2013-04-15,1354.3499755859375,85107.296875,18357.80078125,52950.0,4894.44677734375,42984.37890625
2013-04-16,1354.43994140625,84705.6015625,18744.9296875,53991.0,4945.10595703125,43223.69140625
2013-04-17,1339.4000244140625,84397.8984375,18731.16015625,52882.0,4998.50439453125,42610.91015625
2013-04-18,1336.18994140625,83038.296875,19016.4609375,53166.0,5012.48974609375,42460.2109375
2013-04-19,1339.6700439453125,83285.5,,53929.0,4998.3125,42808.171875
2013-04-22,1336.800048828125,84023.3984375,19169.830078125,54298.0,4996.7744140625,42914.19921875
2013-04-23,1339.0400390625,,19179.359375,54885.0,4975.1826171875,43113.609375
2013-04-24,1377.949951171875,84780.3984375,,54984.0,5011.45849609375,42294.9296875
2013-04-25,1372.3499755859375,84943.5,19406.849609375,54963.0,4994.37451171875,42547.46875
2013-04-26,1373.199951171875,85297.203125,19286.720703125,54252.0,4978.359375,41897.0
2013-04-29,1363.0999755859375,85154.1015625,19387.5,54887.0,4999.603515625,41910.53125
2013-04-30,1386.68994140625,86046.0,19504.1796875,55910.0,5033.92138671875,42263.48046875
2013-05-01,,,,,5060.7685546875,
2013-05-02,1382.1300048828125,88669.703125,19735.76953125,55322.0,4993.8974609375,42090.01171875
2013-05-03,1409.3800048828125,89093.703125,19575.640625,55488.0,4925.3369140625,42602.0703125
2013-05-06,1413.9599609375,89714.796875,19673.640625,55430.0,4991.72265625,42197.98828125
2013-05-07,1431.9200439453125,89459.5,19888.94921875,56275.0,5042.6396484375,42406.671875
2013-05-08,1432.739990234375,90852.203125,19990.1796875,55805.0,5089.18408203125,42102.140625
2013-05-09,,89931.1015625,19939.0390625,55448.0,,41682.640625
2013-05-10,1426.8399658203125,89568.8984375,20082.619140625,55108.0,5105.78515625,41741.5390625
2013-05-13,1411.2099609375,89765.203125,19691.669921875,54448.0,5054.4775390625,41766.91015625
